5	8	0.49305	0.49305	0.49305	-83.64	156.36	36.36	3
5	9	0.07686	0.07686	0.07686	-80.12	159.88	39.88	3
5	10	0.53357	0.53357	0.53357	-81.76	158.24	38.24	3
5	11	0.54132	0.54132	0.54132	-82.76	157.24	37.24	3
5	12	0.46239	0.46239	0.46239	-80.39	159.61	39.61	3
10	1	0.462	0.462	0.462	-82.74	157.26	37.26	3
10	2	0.53396	0.53396	0.53396	-82.52	157.48	37.48	3
10	3	0.54127	0.54127	0.54127	-83.61	156.39	36.39	3
10	4	0.06002	0.06002	0.06002	-78.79	161.21	41.21	3
10	5	0.56578	0.56578	0.56578	-84.85	155.15	35.15	3
10	6	0.62143	0.62143	0.62143	-85.62	154.38	34.38	3
10	7	0.07064	0.07064	0.07064	-78.75	161.25	41.25	3
10	8	0.49348	0.49348	0.49348	-84.5	155.5	35.5	3
10	9	0.077	0.077	0.077	-80.34	159.66	39.66	3
10	10	0.534	0.534	0.534	-82.52	157.48	37.48	3
10	11	0.54131	0.54131	0.54131	-83.61	156.39	36.39	3
10	12	0.46204	0.46204	0.46204	-82.74	157.26	37.26	3
15	1	0.46166	0.46166	0.46166	-85.31	154.69	34.69	3
15	2	0.53444	0.53444	0.53444	-83.34	156.66	36.66	3
15	3	0.5412	0.5412	0.5412	-84.53	155.47	35.47	3
15	4	0.06015	0.06015	0.06015	-80.55	159.45	39.45	3
15	5	0.5666	0.5666	0.5666	-85.78	154.22	34.22	3
15	6	0.62204	0.62204	0.62204	-86.63	153.37	33.37	3
15	7	0.0709	0.0709	0.0709	-78.81	161.19	41.19	3
15	8	0.49413	0.49413	0.49413	-85.35	154.65	34.65	3
15	9	0.07718	0.07718	0.07718	-80.56	159.44	39.44	3
15	10	0.53448	0.53448	0.53448	-83.34	156.66	36.66	3
15	11	0.54124	0.54124	0.54124	-84.53	155.47	35.47	3
15	12	0.4617	0.4617	0.4617	-85.31	154.69	34.69	3
20	1	0.46139	0.46139	0.46139	-87.59	152.41	32.41	3
20	2	0.53486	0.53486	0.53486	-84.08	155.92	35.92	3
20	3	0.54109	0.54109	0.54109	-85.35	154.65	34.65	3
20	4	0.0603	0.0603	0.0603	-82.11	157.89	37.89	3
20	5	0.56737	0.56737	0.56737	-86.62	153.38	33.38	3
20	6	0.6226	0.6226	0.6226	-87.54	152.46	32.46	3
20	7	0.07115	0.07115	0.07115	-78.87	161.13	41.13	3
20	8	0.49478	0.49478	0.49478	-86.11	153.89	33.89	3
20	9	0.07735	0.07735	0.07735	-80.75	159.25	39.25	3
20	10	0.5349	0.5349	0.5349	-84.08	155.92	35.92	3
20	11	0.54113	0.54113	0.54113	-85.35	154.65	34.65	3
20	12	0.46143	0.46143	0.46143	-87.59	152.41	32.41	3
5	1	1.03416	0.63753	0.67004	-83.33	135.52	60.03	4
5	2	1.03416	0.68396	0.7028	-83.33	139.15	55.59	4
5	3	1.03416	0.69446	0.70139	-83.33	139.12	54.74	4
5	4	1.60362	0.05379	0.05078	-83.53	-160.42	5.62	4
5	5	1.70017	0.53715	0.46049	-85.03	-163.69	-6.43	4
5	6	1.73632	0.61365	0.49415	-85.88	-162.25	-10.04	4
5	7	1.60489	0.06213	0.06066	-83.5	-162.27	4.69	4
5	8	1.68288	0.46438	0.4045	-84.7	-163.73	-5.03	4
5	9	1.60555	0.0667	0.06723	-83.47	-163.84	3.64	4
5	10	0.9105	0.64176	0.6555	-82.98	143.07	52.21	4
5	11	0.93073	0.65808	0.66302	-83.19	142.24	51.82	4
5	12	0.87381	0.58026	0.60479	-82.77	140.82	55.82	4
10	1	1.03295	0.64159	0.66484	-84.85	133.7	58.18	4
10	2	1.03295	0.67907	0.70713	-84.85	138.03	54.35	4
10	3	1.03295	0.68994	0.70494	-84.85	137.94	53.48	4
10	4	1.6014	0.05341	0.05131	-85.06	-161.98	4.12	4
10	5	1.69439	0.54801	0.44998	-86.95	-164.97	-6.91	4
10	6	1.7324	0.6174	0.49006	-87.54	-163.52	-10.94	4
10	7	1.60275	0.06281	0.06033	-85.07	-162.42	4.66	4
10	8	1.68008	0.46733	0.40197	-86.33	-164.77	-5.84	4
10	9	1.60343	0.06712	0.06706	-85.03	-164.07	3.39	4
10	10	0.90982	0.63818	0.65905	-84.36	142.05	51.11	4
10	11	0.92991	0.65455	0.66592	-84.6	141.13	50.66	4
10	12	0.87304	0.58368	0.60053	-84.38	138.88	53.86	4
15	1	1.03121	0.64588	0.65896	-86.49	131.74	56.17	4
15	2	1.03121	0.67367	0.71155	-86.49	136.82	53.01	4
15	3	1.03121	0.6848	0.70859	-86.49	136.67	52.13	4
15	4	1.59829	0.05289	0.05206	-86.71	-163.69	2.49	4
15	5	1.68879	0.55456	0.44381	-88.84	-166.33	-7.62	4
15	6	1.72616	0.62398	0.48296	-89.44	-164.99	-11.75	4
15	7	1.59975	0.06358	0.05998	-86.76	-162.61	4.63	4
15	8	1.67574	0.47254	0.39732	-88.16	-165.92	-6.59	4
15	9	1.60044	0.06771	0.06677	-86.71	-164.35	3.15	4
15	10	0.90878	0.63425	0.6627	-85.85	140.96	49.9	4
15	11	0.9287	0.65054	0.66892	-86.12	139.95	49.41	4
15	12	0.8719	0.58731	0.59575	-86.13	136.77	51.72	4
20	1	1.02928	0.64953	0.65356	-87.95	130.01	54.36	4
20	2	1.02928	0.66875	0.71526	-87.95	135.76	51.8	4
20	3	1.02928	0.68008	0.71159	-87.95	135.54	50.91	4
20	4	1.59486	0.05242	0.05276	-88.18	-165.24	1.06	4
20	5	1.68306	0.56005	0.43866	-90.51	-167.55	-8.24	4
20	6	1.7198	0.6296	0.47684	-91.12	-166.32	-12.44	4
20	7	1.59645	0.0643	0.05969	-88.26	-162.81	4.6	4
20	8	1.67109	0.47735	0.39305	-89.8	-166.98	-7.22	4
20	9	1.59714	0.06826	0.06652	-88.21	-164.61	2.94	4
20	10	0.90758	0.63067	0.66579	-87.19	139.99	48.81	4
20	11	0.92732	0.64685	0.6714	-87.48	138.9	48.29	4
20	12	0.8706	0.59042	0.5914	-87.68	134.91	49.81	4
