5	1	1.03416	1.03416	1.03416	-83.33	156.67	36.67	1
5	2	1.03416	1.03416	1.03416	-83.33	156.67	36.67	1
5	3	1.03416	1.03416	1.03416	-83.33	156.67	36.67	1
5	4	0.02064	1.97617	1.99897	91.15	122.8	69.24	1
5	5	0.4261	2.30082	2.4719	74.3	113.54	69.64	1
5	6	0.60664	2.41826	2.68654	68.4	108.93	68.27	1
5	7	0.0231	1.98243	2.00407	94.83	122.75	69.36	1
5	8	0.3271	2.23161	2.3633	76.67	115.68	69.9	1
5	9	0.02458	1.98642	2.00643	98.78	122.75	69.45	1
5	10	0.75005	0.97597	0.96592	-82.49	164.08	29.52	1
5	11	0.78028	0.97898	0.97481	-82.99	163.19	30.26	1
5	12	0.68579	0.96677	0.95118	-81.93	165.9	27.8	1
10	1	1.03295	1.03295	1.03295	-84.85	155.15	35.15	1
10	2	1.03295	1.03295	1.03295	-84.85	155.15	35.15	1
10	3	1.03295	1.03295	1.03295	-84.85	155.15	35.15	1
10	4	0.02041	1.97101	1.9967	91.87	121.22	67.62	1
10	5	0.42467	2.26505	2.46886	68.52	111.17	67.02	1
10	6	0.60357	2.3979	2.67964	65.69	107.06	66.27	1
10	7	0.02314	1.97665	2.00278	91.55	121.12	67.69	1
10	8	0.32666	2.2199	2.36125	74.08	113.9	68.05	1
10	9	0.0246	1.98093	2.00491	96.62	121.13	67.8	1
10	10	0.74993	0.9771	0.96279	-83.66	162.59	28.07	1
10	11	0.77989	0.97972	0.97197	-84.23	161.7	28.8	1
10	12	0.68536	0.96407	0.95179	-83.75	164.33	26.25	1
15	1	1.03121	1.03121	1.03121	-86.49	153.51	33.51	1
15	2	1.03121	1.03121	1.03121	-86.49	153.51	33.51	1
15	3	1.03121	1.03121	1.03121	-86.49	153.51	33.51	1
15	4	0.02016	1.96468	1.99295	93.63	119.52	65.87	1
15	5	0.42302	2.23829	2.46248	64.35	109.01	64.66	1
15	6	0.59919	2.36534	2.66855	61.88	104.87	63.85	1
15	7	0.02321	1.96944	2.00032	87.93	119.36	65.89	1
15	8	0.32636	2.2012	2.35828	70.3	111.85	65.88	1
15	9	0.02461	1.97385	2.00234	93.62	119.38	66	1
15	10	0.74964	0.9779	0.95906	-84.93	160.98	26.51	1
15	11	0.77927	0.98015	0.96852	-85.56	160.09	27.23	1
15	12	0.68472	0.96072	0.95213	-85.72	162.63	24.58	1
20	1	1.02928	1.02928	1.02928	-87.95	152.05	32.05	1
20	2	1.02928	1.02928	1.02928	-87.95	152.05	32.05	1
20	3	1.02928	1.02928	1.02928	-87.95	152.05	32.05	1
20	4	0.01996	1.95816	1.98857	95.35	118.03	64.33	1
20	5	0.4214	2.21378	2.45485	60.73	107.12	62.6	1
20	6	0.59503	2.33529	2.65657	58.53	102.95	61.73	1
20	7	0.0233	1.96215	1.99716	84.68	117.8	64.29	1
20	8	0.32612	2.18288	2.35416	66.85	110.02	63.93	1
20	9	0.02464	1.96668	1.99908	90.94	117.83	64.41	1
20	10	0.74922	0.97823	0.95543	-86.06	159.54	25.12	1
20	11	0.77853	0.98016	0.96512	-86.74	158.65	25.83	1
20	12	0.68398	0.95738	0.95208	-87.48	161.12	23.1	1
5	1	1.03416	0.63753	0.67004	-83.33	135.52	60.03	2
5	2	1.03416	0.68396	0.7028	-83.33	139.15	55.59	2
5	3	1.03416	0.69446	0.70139	-83.33	139.12	54.74	2
5	4	1.03416	0.51414	0.52516	-83.33	102.43	91.03	2
5	5	1.03416	0.71698	0.70647	-83.33	139.68	52.87	2
5	6	1.03416	0.75444	0.7377	-83.33	142.13	49.87	2
5	7	1.03416	0.51577	0.52552	-83.33	103.44	90.03	2
5	8	1.03416	0.67236	0.66882	-83.33	136.1	57	2
5	9	1.03416	0.51764	0.52503	-83.33	104.05	89.4	2
5	10	1.03416	0.68399	0.70282	-83.33	139.15	55.58	2
5	11	1.03416	0.69448	0.70141	-83.33	139.13	54.73	2
5	12	1.03416	0.63755	0.67006	-83.33	135.52	60.03	2
10	1	1.03295	0.64159	0.66484	-84.85	133.7	58.18	2
10	2	1.03295	0.67907	0.70713	-84.85	138.03	54.35	2
10	3	1.03295	0.68994	0.70494	-84.85	137.94	53.48	2
10	4	1.03295	0.5136	0.52451	-84.85	100.93	89.5	2
10	5	1.03295	0.71192	0.71191	-84.85	138.64	51.66	2
10	6	1.03295	0.75091	0.74086	-84.85	140.93	48.57	2
10	7	1.03295	0.51359	0.5265	-84.85	101.95	88.52	2
10	8	1.03295	0.66837	0.67235	-84.85	134.9	55.69	2
10	9	1.03295	0.51554	0.52594	-84.85	102.56	87.89	2
10	10	1.03295	0.67909	0.70715	-84.85	138.03	54.35	2
10	11	1.03295	0.68996	0.70496	-84.85	137.94	53.48	2
10	12	1.03295	0.64162	0.66486	-84.85	133.7	58.18	2
15	1	1.03121	0.64588	0.65896	-86.49	131.74	56.17	2
15	2	1.03121	0.67367	0.71155	-86.49	136.82	53.01	2
15	3	1.03121	0.6848	0.70859	-86.49	136.67	52.13	2
15	4	1.03121	0.51283	0.52357	-86.49	99.31	87.83	2
15	5	1.03121	0.70735	0.71618	-86.49	137.43	50.27	2
15	6	1.03121	0.74661	0.74476	-86.49	139.69	47.18	2
15	7	1.03121	0.51103	0.52734	-86.49	100.35	86.88	2
15	8	1.03121	0.66349	0.67656	-86.49	133.66	54.28	2
15	9	1.03121	0.51302	0.52673	-86.49	100.95	86.26	2
15	10	1.03121	0.6737	0.71157	-86.49	136.83	53	2
15	11	1.03121	0.68483	0.70861	-86.49	136.67	52.13	2
15	12	1.03121	0.64591	0.65898	-86.49	131.75	56.16	2
20	1	1.02928	0.64953	0.65356	-87.95	130.01	54.36	2
20	2	1.02928	0.66875	0.71526	-87.95	135.76	51.8	2
20	3	1.02928	0.68008	0.71159	-87.95	135.54	50.91	2
20	4	1.02928	0.51197	0.52254	-87.95	97.87	86.34	2
20	5	1.02928	0.70325	0.71973	-87.95	136.36	49.01	2
20	6	1.02928	0.74271	0.74802	-87.95	138.6	45.93	2
20	7	1.02928	0.50856	0.52789	-87.95	98.92	85.43	2
20	8	1.02928	0.659	0.68018	-87.95	132.58	53.02	2
20	9	1.02928	0.51059	0.52724	-87.95	99.53	84.81	2
20	10	1.02928	0.66878	0.71528	-87.95	135.76	51.79	2
20	11	1.02928	0.6801	0.71161	-87.95	135.55	50.91	2
20	12	1.02928	0.64955	0.65358	-87.95	130.01	54.36	2
5	1	0.46235	0.46235	0.46235	-80.39	159.61	39.61	3
5	2	0.53353	0.53353	0.53353	-81.76	158.24	38.24	3
5	3	0.54128	0.54128	0.54128	-82.76	157.24	37.24	3
5	4	0.05993	0.05993	0.05993	-77.2	162.8	42.8	3
5	5	0.56475	0.56475	0.56475	-84.18	155.82	35.82	3
5	6	0.62109	0.62109	0.62109	-84.61	155.39	35.39	3
5	7	0.07044	0.07044	0.07044	-78.72	161.28	41.28	3
