10	1	1.03295	0.64159	0.66484	2
10	2	1.03295	0.67907	0.70713	2
10	3	1.03295	0.68994	0.70494	2
10	4	1.03295	0.5136	0.52451	2
10	5	1.03295	0.71192	0.71191	2
10	6	1.03295	0.75091	0.74086	2
10	7	1.03295	0.51359	0.5265	2
10	8	1.03295	0.66837	0.67235	2
10	9	1.03295	0.51554	0.52594	2
10	10	1.03295	0.67909	0.70715	2
10	11	1.03295	0.68996	0.70496	2
10	12	1.03295	0.64162	0.66486	2
15	1	1.03121	0.64588	0.65896	2
15	2	1.03121	0.67367	0.71155	2
15	3	1.03121	0.6848	0.70859	2
15	4	1.03121	0.51283	0.52357	2
15	5	1.03121	0.70735	0.71618	2
15	6	1.03121	0.74661	0.74476	2
15	7	1.03121	0.51103	0.52734	2
15	8	1.03121	0.66349	0.67656	2
15	9	1.03121	0.51302	0.52673	2
15	10	1.03121	0.6737	0.71157	2
15	11	1.03121	0.68483	0.70861	2
15	12	1.03121	0.64591	0.65898	2
20	1	1.02928	0.64953	0.65356	2
20	2	1.02928	0.66875	0.71526	2
20	3	1.02928	0.68008	0.71159	2
20	4	1.02928	0.51197	0.52254	2
20	5	1.02928	0.70325	0.71973	2
20	6	1.02928	0.74271	0.74802	2
20	7	1.02928	0.50856	0.52789	2
20	8	1.02928	0.659	0.68018	2
20	9	1.02928	0.51059	0.52724	2
20	10	1.02928	0.66878	0.71528	2
20	11	1.02928	0.6801	0.71161	2
20	12	1.02928	0.64955	0.65358	2
5	1	0.46235	0.46235	0.46235	3
5	2	0.53353	0.53353	0.53353	3
5	3	0.54128	0.54128	0.54128	3
5	4	0.05993	0.05993	0.05993	3
5	5	0.56475	0.56475	0.56475	3
5	6	0.62109	0.62109	0.62109	3
5	7	0.07044	0.07044	0.07044	3
5	8	0.49305	0.49305	0.49305	3
5	9	0.07686	0.07686	0.07686	3
5	10	0.53357	0.53357	0.53357	3
5	11	0.54132	0.54132	0.54132	3
5	12	0.46239	0.46239	0.46239	3
10	1	0.462	0.462	0.462	3
10	2	0.53396	0.53396	0.53396	3
10	3	0.54127	0.54127	0.54127	3
10	4	0.06002	0.06002	0.06002	3
10	5	0.56578	0.56578	0.56578	3
10	6	0.62143	0.62143	0.62143	3
10	7	0.07064	0.07064	0.07064	3
10	8	0.49348	0.49348	0.49348	3
10	9	0.077	0.077	0.077	3
10	10	0.534	0.534	0.534	3
10	11	0.54131	0.54131	0.54131	3
10	12	0.46204	0.46204	0.46204	3
15	1	0.46166	0.46166	0.46166	3
15	2	0.53444	0.53444	0.53444	3
15	3	0.5412	0.5412	0.5412	3
15	4	0.06015	0.06015	0.06015	3
15	5	0.5666	0.5666	0.5666	3
15	6	0.62204	0.62204	0.62204	3
15	7	0.0709	0.0709	0.0709	3
15	8	0.49413	0.49413	0.49413	3
15	9	0.07718	0.07718	0.07718	3
15	10	0.53448	0.53448	0.53448	3
15	11	0.54124	0.54124	0.54124	3
15	12	0.4617	0.4617	0.4617	3
20	1	0.46139	0.46139	0.46139	3
20	2	0.53486	0.53486	0.53486	3
20	3	0.54109	0.54109	0.54109	3
20	4	0.0603	0.0603	0.0603	3
20	5	0.56737	0.56737	0.56737	3
20	6	0.6226	0.6226	0.6226	3
20	7	0.07115	0.07115	0.07115	3
20	8	0.49478	0.49478	0.49478	3
20	9	0.07735	0.07735	0.07735	3
20	10	0.5349	0.5349	0.5349	3
20	11	0.54113	0.54113	0.54113	3
20	12	0.46143	0.46143	0.46143	3
5	1	1.03416	0.63753	0.67004	4
5	2	1.03416	0.68396	0.7028	4
5	3	1.03416	0.69446	0.70139	4
5	4	1.60362	0.05379	0.05078	4
5	5	1.70017	0.53715	0.46049	4
5	6	1.73632	0.61365	0.49415	4
5	7	1.60489	0.06213	0.06066	4
5	8	1.68288	0.46438	0.4045	4
5	9	1.60555	0.0667	0.06723	4
5	10	0.9105	0.64176	0.6555	4
5	11	0.93073	0.65808	0.66302	4
5	12	0.87381	0.58026	0.60479	4
10	1	1.03295	0.64159	0.66484	4
10	2	1.03295	0.67907	0.70713	4
10	3	1.03295	0.68994	0.70494	4
10	4	1.6014	0.05341	0.05131	4
10	5	1.69439	0.54801	0.44998	4
10	6	1.7324	0.6174	0.49006	4
10	7	1.60275	0.06281	0.06033	4
10	8	1.68008	0.46733	0.40197	4
10	9	1.60343	0.06712	0.06706	4
10	10	0.90982	0.63818	0.65905	4
10	11	0.92991	0.65455	0.66592	4
10	12	0.87304	0.58368	0.60053	4
15	1	1.03121	0.64588	0.65896	4
15	2	1.03121	0.67367	0.71155	4
15	3	1.03121	0.6848	0.70859	4
15	4	1.59829	0.05289	0.05206	4
15	5	1.68879	0.55456	0.44381	4
15	6	1.72616	0.62398	0.48296	4
15	7	1.59975	0.06358	0.05998	4
15	8	1.67574	0.47254	0.39732	4
15	9	1.60044	0.06771	0.06677	4
15	10	0.90878	0.63425	0.6627	4
15	11	0.9287	0.65054	0.66892	4
15	12	0.8719	0.58731	0.59575	4
20	1	1.02928	0.64953	0.65356	4
20	2	1.02928	0.66875	0.71526	4
20	3	1.02928	0.68008	0.71159	4
20	4	1.59486	0.05242	0.05276	4
20	5	1.68306	0.56005	0.43866	4
20	6	1.7198	0.6296	0.47684	4
20	7	1.59645	0.0643	0.05969	4
20	8	1.67109	0.47735	0.39305	4
20	9	1.59714	0.06826	0.06652	4
20	10	0.90758	0.63067	0.66579	4
20	11	0.92732	0.64685	0.6714	4
20	12	0.8706	0.59042	0.5914	4
