1.01164	1.01164	1.01164	1
1.01164	1.01164	1.01164	1
1.01164	1.01164	1.01164	1
0.01857	1.90305	1.94797	1
0.4121	2.04665	2.37814	1
0.56887	2.12377	2.54819	1
0.02302	1.90728	1.95897	1
0.31976	2.05758	2.29738	1
0.02509	1.91022	1.96312	1
0.74224	0.96623	0.93648	1
0.77237	0.97463	0.93995	1
0.67825	0.9404	0.93851	1
1.01164	0.64928	0.63924	2
1.01164	0.65508	0.71281	2
1.01164	0.65031	0.72741	2
1.01164	0.50045	0.51674	2
1.01164	0.67834	0.73935	2
1.01164	0.71846	0.76693	2
1.01164	0.49429	0.52471	2
1.01164	0.63323	0.69828	2
1.01164	0.49292	0.52742	2
1.01164	0.6551	0.71283	2
1.01164	0.65034	0.72743	2
1.01164	0.6493	0.63925	2
0.46078	0.46078	0.46078	3
0.53261	0.53261	0.53261	3
0.5418	0.5418	0.5418	3
0.06194	0.06194	0.06194	3
0.5745	0.5745	0.5745	3
0.62857	0.62857	0.62857	3
0.07275	0.07275	0.07275	3
0.50124	0.50124	0.50124	3
0.07929	0.07929	0.07929	3
0.53265	0.53265	0.53265	3
0.54184	0.54184	0.54184	3
0.46082	0.46082	0.46082	3
1.01164	0.64928	0.63924	4
1.01164	0.65508	0.71281	4
1.01164	0.65031	0.72741	4
1.56406	0.05279	0.05512	4
1.63541	0.5935	0.41083	4
1.66618	0.66672	0.43923	4
1.56639	0.06602	0.06069	4
1.63051	0.50314	0.37414	4
1.5673	0.07237	0.06568	4
0.89521	0.62099	0.66381	4
0.91492	0.62402	0.68522	4
0.85911	0.59215	0.58045	4
