1.02991	1.02991	1.02991	-1.98	-121.98	118.02	1
1.02991	1.02991	1.02991	-1.98	-121.98	118.02	1
1.02991	1.02991	1.02991	-1.98	-121.98	118.02	1
0.02085	1.95979	1.99251	166.27	-156.09	150.25	1
0.42337	2.22625	2.45911	147.51	-166.72	148.87	1
0.60025	2.36661	2.667	146.68	-170.57	148.46	1
0.02284	1.96861	1.99467	-176.81	-155.98	150.52	1
0.32116	2.19793	2.34813	155.74	-163.4	150.54	1
0.0246	1.97104	1.99933	178.12	-156.1	150.51	1
0.74789	0.96879	0.9655	-1.71	-114.69	110.8 	1
0.77847	0.97922	0.96707	-1.01	-115.4	111.75	1
0.68546	0.96805	0.94281	0.28	-112.7	109.32	1
1.02991	0.62611	0.67928	-1.98	-142.21	141.89	2
1.02991	0.69136	0.69094	-1.98	-140.16	136.17	2
1.02991	0.68328	0.70858	-1.98	-138.75	136.68	2
1.02991	0.50888	0.52621	-1.98	-176.15	172.38	2
1.02991	0.70592	0.71679	-1.98	-137.94	134.81	2
1.02991	0.74567	0.74419	-1.98	-135.77	131.69	2
1.02991	0.51381	0.52332	-1.98	-175.16	171.32	2
1.02991	0.66446	0.67503	-1.98	-141.86	138.65	2
1.02991	0.51229	0.52618	-1.98	-174.52	170.76	2
1.02991	0.69138	0.69096	-1.98	-140.16	136.17	2
1.02991	0.6833	0.7086	-1.98	-138.75	136.68	2
1.02991	0.62613	0.6793	-1.98	-142.21	141.89	2
0.4641	0.4641	0.4641	2.83	-117.17	122.83	3
0.5323	0.5323	0.5323	-2.02	-122.02	117.98	3
0.54073	0.54073	0.54073	0.11	-119.89	120.11	3
0.06056	0.06056	0.06056	7.58	-112.42	127.58	3
0.56672	0.56672	0.56672	-1.11	-121.11	118.89	3
0.62155	0.62155	0.62155	-2.1	-122.1	117.9	3
0.07072	0.07072	0.07072	2.5	-117.5	122.5	3
0.49452	0.49452	0.49452	-1.06	-121.06	118.94	3
0.07721	0.07721	0.07721	4.03	-115.97	124.03	3
0.53234	0.53234	0.53234	-2.02	-122.02	117.98	3
0.54078	0.54077	0.54077	0.11	-119.89	120.11	3
0.46414	0.46414	0.46414	2.83	-117.17	122.83	3
1.02991	0.62611	0.67928	-1.98	-142.21	141.89	4
1.02991	0.69136	0.69094	-1.98	-140.16	136.17 	4
1.02991	0.68328	0.70858	-1.98	-138.75	136.68	4
1.59631	0.0557	0.04988	-2.29	-76.19	90.61	4
1.68548	0.55802	0.44008	-4.47	-81.85	77.13	4
1.72465	0.62347	0.48286	-4.92	-80.4	72.73	4
1.59748	0.06093	0.06236	-2.17	-80.94	86.09	4
1.67236	0.46985	0.40034	-3.55	-81.69	77.92	4
1.59834	0.06776	0.06678	-2.2	-79.76	87.73	4
0.9073	0.64797	0.64561	-1.81	-136.45	132.62	4
0.92762	0.64922	0.66888	-1.6	-135.46	133.99	4
0.8715	0.57235	0.61263	-1.08	-136.6	138.03	4



